id,saleprice
1558,104954.19018513209
17,229010.24334528449
1022,241557.91358485084
925,107778.00063351332
438,285856.78954677784
1270,150537.57153046178
1272,122674.77493393584
215,143270.714087673
266,230637.96627041092
2402,260393.73782825598
1250,151265.06793592405
1984,121224.49086377304
1279,145077.4784421362
377,251763.3502125506
1252,105314.1760519679
2156,259762.72971723008
499,285500.19460268493
1374,120720.64084571286
2898,258651.53872139181
401,112694.33101665217
2721,160939.84691285423
2078,230134.8210881357
2589,127291.5886342657
1946,222914.23063857632
1334,129066.92201895057
2781,247576.28756154922
431,349719.363347974
576,216196.89847320493
1474,215076.57435037475
2254,167734.7309574237
2155,290278.6471896471
885,80308.80036853382
643,153325.32604155142
1944,131189.40455534798
480,205176.90791373106
2845,85859.69162744237
2387,291141.86096933566
2407,217980.83080374252
2527,182543.67851357744
2514,178849.12971656304
629,175588.61314677785
80,223035.02775781543
1876,143266.7170178214
1546,139370.2666410812
2518,179608.55113050493
2347,171095.7944824188
783,177952.08373975812
1322,20544.851309855934
194,74858.5786709321
1770,269701.20321658405
2143,129046.36975496006
1229,202955.50819420582
511,282169.36951991415
46,219242.66685786832
1348,190463.59729786287
2465,210211.14537473244
387,244262.01945109142
873,220412.92614780902
1918,124693.84162353142
2764,239014.91263191763
2184,131784.59367078682
934,154416.91581156978
1920,128790.20803046133
2631,151458.30226713675
1768,446523.07975720556
2040,114148.24625761784
1749,218026.75607205846
834,232445.91778872674
1457,245390.2275177628
79,130335.49768672069
2302,123465.28970341501
1817,139350.69588784012
2755,255280.8184486957
359,171589.1856929179
2059,113194.2780171634
2092,233735.4331354919
2516,256241.27655347076
150,125734.59747534222
1656,150385.04245099833
83,106154.3671232179
2411,189326.62321124005
795,46753.368529385654
2312,239972.39370800916
2917,92527.62596956023
1624,194674.85217689013
2215,263485.30474526936
1211,161899.99464863446
1485,152606.49806616642
1024,174705.98226255924
570,190129.36521290021
2874,154639.5792141537
700,149745.9748004434
2756,237767.00766614138
2022,199222.38795001584
583,228133.55685939093
2392,304979.55204063596
2424,215586.0403275193
212,104541.36376744439
736,126453.54777649522
1610,161156.241231006
890,122335.1711634025
467,174713.8907819154
578,236670.58851013158
1747,188267.65019160975
1149,183567.71627330466
2758,231573.30884795822
857,134141.6235695678
2219,255644.42196642037
733,121361.07918832928
2909,118021.28438504715
1798,278543.0868565469
235,99257.0103528914
2366,141627.36387885676
1027,138848.0424159841
1195,140472.4986033535
1303,10052.830277161556
148,176900.60346102295
608,153327.67456852668
2515,196421.93657465104
821,278015.2732729389
2500,267364.3703219843
745,109046.91396016371
741,146960.24056711153
1611,100432.33972689137
2532,130216.18257033662
1081,230666.64527102374
1692,354906.37736868055
2520,202492.56885289645
276,99430.14922633197
1992,126158.66097738652
663,-279.9143999349326
418,163888.74141670868
1733,180681.84394413675
2359,171517.75035895663
253,216765.62954335695
1518,161311.5128167082
2035,155824.4092639396
2919,74599.75608839933
1540,228960.07977969886
2120,156884.19106707524
1674,195188.27252246067
256,164643.08949684212
2361,92100.72605650104
978,70907.10248146695
2280,152695.71310634492
2095,224277.3320625947
1709,289536.38994742127
2801,242558.9866475201
1246,105224.08274254808
2373,126296.42360657942
1055,276867.56617173913
2017,118178.92280752014
1099,260616.6556340129
1344,70914.33206054836
835,179497.1900823851
1117,226994.0472952309
2043,86856.77378693619
2085,139382.8494631356
410,171172.77318704396
2650,140810.02558566653
2867,161227.92789889965
1668,119561.47225628188
1161,195849.03563609056
2122,183902.88223532971
2539,156412.11454813636
1047,169092.4122106866
1445,126674.78625286242
541,128713.60004457505
569,227604.6010218365
1276,143936.72892574535
918,151795.76845530455
326,182858.0518360067
1936,126137.49617608916
895,90999.54842878913
257,141718.86639972928
1241,186609.19705848966
1545,132089.36115625652
1189,189763.02982469625
270,152606.49806616642
2066,173693.6034694917
693,102610.97691835277
1259,178675.077299822
2916,141505.1974321697
2321,274583.1896554475
1977,101915.27366452769
1895,159592.90543625772
1240,170646.2177947159
85,154012.1592594518
1823,117522.82075008727
825,275329.07346247847
110,231847.6132785863
697,110036.42945745029
2297,104546.72960189136
1231,143638.57500289613
1355,123394.19070527179
968,308368.82973506267
584,230590.90003453265
1315,108988.13025857066
1606,156807.86543952476
206,119336.19471662142
1685,304118.5620975151
2016,129532.83137133613
869,226130.76898027782
2135,123859.83868296561
2346,178258.25999082532
2430,231468.8665458596
2198,87088.57602292311
2652,139756.96305268817
27,105913.17038304766
241,186702.56965443352
906,107999.12402904395
1506,94184.14972927782
2098,328380.03826906544
1435,222890.41192698758
2213,94785.16261133738
1274,163776.92096952442
743,-10151.3704082669
1737,212745.6076888505
2797,265613.56751517614
2185,46625.80866321409
58,180005.49552221154
830,217249.64936006663
808,120982.07757426996
680,147372.60717425263
1153,115693.65276394004
1291,141839.93027838785
1818,148552.03051446483
2161,204374.95317535754
1883,132914.5269160117
350,313293.6945506822
2473,151329.32152892125
295,178088.72234542086
293,186860.33156665834
859,121926.35520496685
288,36478.61995538382
1578,138801.19426940556
102,176934.60087978665
2831,189743.06914079818
1030,191681.33952043857
2551,146941.10505804478
1286,146067.73087832925
958,300953.43246109376
776,134304.3879230076
72,206709.34053696948
2263,266722.1911521143
1866,160650.1706867296
2876,64769.326476089074
2146,271984.8799680354
103,194407.33435427665
1500,155644.01114118204
492,188454.18966261053
167,146886.4851459436
2597,117671.73447167361
2685,111796.90104162553
1035,171626.5336832311
1220,33458.3265419316
2602,165449.31707656453
2159,216575.4237393355
695,161077.65995247033
1109,238157.2924341351
640,197921.76523768785
1652,173208.40281556582
2090,198105.41904566786
1188,206886.36998369673
2345,232592.2489151233
1059,345092.78209503775
2751,252865.31399153464
128,193344.94531057228
1523,185202.92790013563
2925,160109.2349978774
2145,304258.9998477
1121,245569.60432103358
566,287152.22035604424
565,230459.6429879102
1331,139383.40972866595
2928,112210.44279538665
156,143836.65396445524
797,127061.23383344105
327,90337.10978780559
2859,140451.8631130472
1453,121815.10381363227
1762,315199.311349145
1868,218172.94416963984
1760,188725.52633423125
1113,271794.1709942155
1812,191662.5526404396
117,170086.77163636417
1142,210425.51928346383
2342,314018.9550561515
927,135470.48757521808
2478,206453.4355972967
655,66035.28728896915
2064,127011.02011206851
369,227102.4935990601
2239,127897.33438679308
2732,210894.53087960766
1653,181191.03245042183
959,221495.55295940547
2395,295152.3890962185
1412,100633.40342066949
271,260427.22325167863
1484,152606.49806616642
1497,132380.94361485157
552,175435.92676056467
2,139766.90930898103
1855,274821.85926093266
4,259111.4704573966
2292,162406.6993358503
134,138946.56006444944
646,116634.71024045511
42,296382.7411846266
532,236084.10546378372
713,80435.06237076689
2561,125362.82935335394
2360,130060.5001577842
1333,116132.01930660615
1407,194331.83664104866
2892,254924.27216457657
574,236221.52123225352
1227,171288.37449231232
2591,214459.79659307376
1476,222904.86524135666
1125,258074.63475443202
1446,146538.5522382419
408,135041.66591790598
1101,277077.2799020469
2251,187193.84544735425
373,213544.962939971
2554,123475.75066738273
2382,277026.0717893274
1985,69732.73398211447
519,240203.48003351863
1093,193648.08642045222
864,261347.13126769068
2889,157044.81617431028
2308,202617.12174366962
986,146848.31442570547
1302,163384.96494672727
585,164821.6154105945
2708,160077.03914209537
147,134820.7205411197
1441,228607.6298422896
383,172899.5122181679
285,153414.0761553055
181,120306.71446263103
358,184436.62679025962
780,151953.7875226268
258,211246.62015136657
1865,218184.5811895755
692,140897.57050464733
2902,300560.88633950416
508,288666.9842341306
2638,148641.39581049513
36,170459.22375328862
611,185437.72019303427
2281,121609.35894161381
1678,140175.86496767087
1696,367420.744368547
1557,64769.518751343596
2180,155776.31117852253
1726,240205.87319110672
951,148976.9313780479
267,236720.0556304903
2706,123479.88814677391
2221,207032.26011123473
1357,189015.21901228372
2901,284755.97458464897
347,184993.0391735019
2164,210071.50576969527
1586,287788.80354472774
360,177497.92978340888
1769,227573.96161005308
2617,157419.36589507305
1879,174941.21554568352
991,218824.6319690937
1535,112265.86452155479
1191,184972.5444424661
1579,217387.93752594455
1882,153475.2782659958
1510,133742.5886277348
2196,167338.06462335703
1845,176934.60087978665
2336,325171.63649635215
942,92457.57964125613
861,128296.08444772754
2555,103552.28642445325
1392,147585.65181111125
2099,279639.07348409726
1543,145920.5681221839
948,252357.66720956017
1239,167928.72066999297
22,196659.40931661613
2796,258793.30318727565
2747,181110.8702228038
92,279067.2160242443
210,166258.16453103442
1858,221123.12713468645
2228,204991.46230673476
447,237548.97778038646
827,244441.81208229286
1649,207989.6417385924
682,137061.02140430838
2698,134630.79056025005
494,185224.70399844402
214,64912.28513076238
2441,252143.9262096678
2679,117604.8036890839
1336,117181.88957246521
465,194298.38056980958
1524,136022.41729201493
2543,126423.45523652935
631,139064.35211693065
2452,288692.3409060157
228,161576.6784416578
126,166326.3621355784
1092,223305.862433451
1122,221804.63201212627
932,195814.20803085563
1980,69626.44047816319
2171,104812.05117589352
551,176532.71963807323
2768,187355.19279170292
2056,119141.21295342152
1159,330677.5054793322
2645,132359.05824574153
1174,192016.60855152877
2266,213556.22172708611
2462,349533.88908444776
1219,136685.99131140253
2922,216796.24571854598
118,148303.96996806096
474,198378.4505742757
2576,167646.9125709833
872,272550.238172836
1077,241469.79268208973
1536,146540.0751511323
1150,124371.93876187375
2341,285324.36122020136
1931,140319.24786429433
2785,126404.48094367282
2538,124019.18337878317
597,225161.74900009297
464,205107.2457094303
233,214216.88578280213
2169,122453.31564786949
2123,172424.77866112662
1867,176458.96695608145
137,260285.99646559858
515,228701.54134350515
933,145408.383435018
2784,186218.18775860674
972,179689.81178968097
599,181486.2848751665
2614,135706.05049517273
2582,138363.51572299714
1409,175035.408327861
175,91065.97522472357
352,243192.20062567655
976,91187.02649968362
2134,210581.77311650594
984,102086.22534107498
2396,310118.36083067686
1673,161540.81026023312
404,140538.49223239394
607,163393.01885059092
814,152720.53779162676
868,214780.94519757084
2271,207260.12799087237
1633,234733.4594200541
337,202032.5066439209
2765,173180.2796740859
1746,236983.23012688954
368,306175.0478759116
2806,222436.2181406241
1662,199356.63098148198
1234,205712.46910459048
1373,129857.41035504162
1672,110235.84451825602
1939,117562.52688032866
